cat_object
<wordnet_abbot_109754404>
<wordnet_academician_109759069>
<wordnet_accelerator_102670382>
<wordnet_accident_107301336>
<wordnet_acme_113940456>
<wordnet_acquisition_100077419>
<wordnet_actor_109765278>
<wordnet_actress_109767700>
<wordnet_ad_107248801>
<wordnet_address_107238694>
<wordnet_administration_101135952>
<wordnet_administrative_district_108491826>
<wordnet_admission_101248191>
<wordnet_agency_108337324>
<wordnet_agreement_105795044>
<wordnet_agreement_106770275>
<wordnet_aircraft_engine_102687423>
<wordnet_airline_102690081>
<wordnet_airplane_102691156>
<wordnet_airport_102692232>
<wordnet_album_106591815>
<wordnet_algorithm_105847438>
<wordnet_alliance_114418822>
<wordnet_alternative_medicine_100613473>
<wordnet_ambassador_109787534>
<wordnet_amusement_park_108494231>
<wordnet_anatomy_106057539>
<wordnet_animal_100015388>
<wordnet_annual_106426468>
<wordnet_anthem_107048928>
<wordnet_antibody_115027189>
<wordnet_antipope_109797375>
<wordnet_apparition_109547111>
<wordnet_appliance_102729965>
<wordnet_aquarium_102732072>
<wordnet_aqueduct_102732433>
<wordnet_archbishop_109805151>
<wordnet_architect_109805475>
<wordnet_architecture_102734725>
<wordnet_archive_102735086>
<wordnet_area_108497294>
<wordnet_area_code_106354626>
<wordnet_argument_107140978>
<wordnet_aroma_105714466>
<wordnet_art_102743547>
<wordnet_art_form_105841151>
<wordnet_art_school_102746978>
<wordnet_artery_105333777>
<wordnet_artifact_100021939>
<wordnet_artist_109812338>
<wordnet_artistic_movement_108466643>
<wordnet_artwork_106998748>
<wordnet_ascent_109206985>
<wordnet_assembly_102749790>
<wordnet_association_108049401>
<wordnet_assortment_108398773>
<wordnet_asteroid_109208702>
<wordnet_astronaut_109818022>
<wordnet_athlete_109820263>
<wordnet_atom_114585519>
<wordnet_attack_100972621>
<wordnet_attraction_106615561>
<wordnet_automaton_102761392>
<wordnet_automobile_engine_102761557>
<wordnet_automobile_race_107458892>
<wordnet_aviation_108433727>
<wordnet_aviator_109826204>
<wordnet_award_106696483>
<wordnet_ballet_100528667>
<wordnet_ballet_company_108187707>
<wordnet_ballplayer_109835506>
<wordnet_baseball_100471613>
<wordnet_baseball_season_115240389>
<wordnet_baseball_team_108079319>
<wordnet_basin_102801525>
<wordnet_basketball_100480993>
<wordnet_basketball_league_108232299>
<wordnet_basketball_player_109842047>
<wordnet_basketball_season_115240633>
<wordnet_basketball_team_108079852>
<wordnet_battalion_113775093>
<wordnet_battery_108389572>
<wordnet_battle_100953559>
<wordnet_bay_109215664>
<wordnet_beach_109217230>
<wordnet_beacon_102814860>
<wordnet_beer_107886849>
<wordnet_bell_102824448>
<wordnet_beverage_107881800>
<wordnet_bibliography_106486630>
<wordnet_bill_106536853>
<wordnet_bill_113393762>
<wordnet_biography_106515827>
<wordnet_biota_107993109>
<wordnet_bird_101503061>
<wordnet_birth_control_100851994>
<wordnet_bishop_109857200>
<wordnet_bite_107577374>
<wordnet_blare_107377473>
<wordnet_block_102852523>
<wordnet_board_108322981>
<wordnet_boarding_school_108411701>
<wordnet_boat_race_107459523>
<wordnet_bodily_process_113440063>
<wordnet_body_105216365>
<wordnet_body_of_water_109225146>
